algorithm,suite,fn_id,dim,num_runs,pop_size,max_iter,fes_per_run_nominal,mean_error,std_error,min_error,median_error,max_error,logscore,mean_fitness,std_fitness,min_fitness,median_fitness,max_fitness,elapsed_sec
PSO,CEC2017,14,50,30,30,1000,30000,661295.3659859279,1415513.391647376,14227.567194950616,246964.3075401882,8032216.542347667,5.499336147799794,662695.3659859279,1415513.391647376,15627.567194950616,248364.3075401882,8033616.542347667,2.1143171787261963
PSO,CEC2017,15,50,30,30,1000,30000,186915067.98209992,762823010.5805746,10625.617648125395,33489.6833189966,4182269495.112778,4.977389985065046,186916567.98209992,762823010.5805746,12125.617648125395,34989.6833189966,4182270995.112778,1.595310926437378
PSO,CEC2017,16,50,30,30,1000,30000,1749.5681128637027,468.7542509797794,942.4892675548048,1775.0599829820994,3126.1816690378373,3.2273214431484107,3349.568112863703,468.7542509797795,2542.489267554805,3375.0599829820994,4726.181669037837,2.604753017425537
PSO,CEC2017,17,50,30,30,1000,30000,1483.912785617547,356.8233754473286,830.0537395455422,1482.597852527054,2209.504010093002,3.158018405880679,3183.912785617548,356.82337544732866,2530.053739545542,3182.597852527054,3909.504010093002,3.570671558380127
PSO,CEC2017,18,50,30,30,1000,30000,5063516.141672937,5051565.770019562,1411868.1800074228,3979161.5960880313,27487406.59299699,6.577398595601762,5065316.141672937,5051565.770019562,1413668.1800074228,3980961.5960880313,27489206.59299699,1.7154626846313477
PSO,CEC2017,19,50,30,30,1000,30000,64063772.07888828,320822920.06624347,3937.3734323730314,570320.2733617156,1790650316.296793,5.699436518602585,64065672.07888828,320822920.06624347,5837.373432373031,572220.2733617156,1790652216.296793,6.942687273025513
PSO,CEC2017,20,50,30,30,1000,30000,987.232263189539,340.64633965540463,363.86741737423336,1065.7819408367952,1528.9682541194345,2.9630774848671426,2987.232263189539,340.64633965540463,2363.8674173742334,3065.781940836795,3528.9682541194343,3.700318098068237
PSO,CEC2017,21,50,30,30,1000,30000,441.7189148782557,62.55108178934878,330.92151120824883,432.9670752628936,659.6367397264348,2.641119277735063,2541.718914878256,62.55108178934877,2430.921511208249,2532.9670752628936,2759.636739726435,3.052525043487549
PSO,CEC2017,22,50,30,30,1000,30000,6786.572242672287,1999.547379642263,939.5066868682998,7327.520123982458,9290.289955983537,3.7887720935959046,8986.572242672288,1999.5473796422627,3139.5066868683,9527.520123982458,11490.289955983537,8.307328701019287
PSO,CEC2017,23,50,30,30,1000,30000,1029.13015534578,151.0110838950394,789.2628182804474,1012.6518358236896,1347.7735113011622,3.007981008649834,3329.13015534578,151.0110838950394,3089.2628182804474,3312.65183582369,3647.773511301162,7.385097980499268
